,URLs,Year,Week
128,https://www.pro-football-reference.com/boxscores/201211040sea.htm,2012,9
129,https://www.pro-football-reference.com/boxscores/201211040nyg.htm,2012,9
130,https://www.pro-football-reference.com/boxscores/201211040atl.htm,2012,9
131,https://www.pro-football-reference.com/boxscores/201211050nor.htm,2012,9
132,https://www.pro-football-reference.com/boxscores/201211080jax.htm,2012,10
133,https://www.pro-football-reference.com/boxscores/201211110car.htm,2012,10
134,https://www.pro-football-reference.com/boxscores/201211110nor.htm,2012,10
135,https://www.pro-football-reference.com/boxscores/201211110nwe.htm,2012,10
136,https://www.pro-football-reference.com/boxscores/201211110rav.htm,2012,10
137,https://www.pro-football-reference.com/boxscores/201211110cin.htm,2012,10
138,https://www.pro-football-reference.com/boxscores/201211110mia.htm,2012,10
139,https://www.pro-football-reference.com/boxscores/201211110tam.htm,2012,10
140,https://www.pro-football-reference.com/boxscores/201211110min.htm,2012,10
141,https://www.pro-football-reference.com/boxscores/201211110sea.htm,2012,10
142,https://www.pro-football-reference.com/boxscores/201211110phi.htm,2012,10
143,https://www.pro-football-reference.com/boxscores/201211110sfo.htm,2012,10
144,https://www.pro-football-reference.com/boxscores/201211110chi.htm,2012,10
145,https://www.pro-football-reference.com/boxscores/201211120pit.htm,2012,10
146,https://www.pro-football-reference.com/boxscores/201211150buf.htm,2012,11
147,https://www.pro-football-reference.com/boxscores/201211180ram.htm,2012,11
148,https://www.pro-football-reference.com/boxscores/201211180det.htm,2012,11
149,https://www.pro-football-reference.com/boxscores/201211180atl.htm,2012,11
150,https://www.pro-football-reference.com/boxscores/201211180htx.htm,2012,11
151,https://www.pro-football-reference.com/boxscores/201211180kan.htm,2012,11
152,https://www.pro-football-reference.com/boxscores/201211180was.htm,2012,11
153,https://www.pro-football-reference.com/boxscores/201211180car.htm,2012,11
154,https://www.pro-football-reference.com/boxscores/201211180dal.htm,2012,11
155,https://www.pro-football-reference.com/boxscores/201211180rai.htm,2012,11
156,https://www.pro-football-reference.com/boxscores/201211180den.htm,2012,11
157,https://www.pro-football-reference.com/boxscores/201211180nwe.htm,2012,11
158,https://www.pro-football-reference.com/boxscores/201211180pit.htm,2012,11
159,https://www.pro-football-reference.com/boxscores/201211190sfo.htm,2012,11
160,https://www.pro-football-reference.com/boxscores/201211220det.htm,2012,12
161,https://www.pro-football-reference.com/boxscores/201211220dal.htm,2012,12
162,https://www.pro-football-reference.com/boxscores/201211220nyj.htm,2012,12
163,https://www.pro-football-reference.com/boxscores/201211250chi.htm,2012,12
164,https://www.pro-football-reference.com/boxscores/201211250cin.htm,2012,12
165,https://www.pro-football-reference.com/boxscores/201211250cle.htm,2012,12
166,https://www.pro-football-reference.com/boxscores/201211250tam.htm,2012,12
167,https://www.pro-football-reference.com/boxscores/201211250clt.htm,2012,12
168,https://www.pro-football-reference.com/boxscores/201211250jax.htm,2012,12
169,https://www.pro-football-reference.com/boxscores/201211250kan.htm,2012,12
170,https://www.pro-football-reference.com/boxscores/201211250mia.htm,2012,12
171,https://www.pro-football-reference.com/boxscores/201211250sdg.htm,2012,12
172,https://www.pro-football-reference.com/boxscores/201211250crd.htm,2012,12
173,https://www.pro-football-reference.com/boxscores/201211250nor.htm,2012,12
174,https://www.pro-football-reference.com/boxscores/201211250nyg.htm,2012,12
175,https://www.pro-football-reference.com/boxscores/201211260phi.htm,2012,12
176,https://www.pro-football-reference.com/boxscores/201211290atl.htm,2012,13
177,https://www.pro-football-reference.com/boxscores/201212020ram.htm,2012,13
178,https://www.pro-football-reference.com/boxscores/201212020buf.htm,2012,13
179,https://www.pro-football-reference.com/boxscores/201212020gnb.htm,2012,13
180,https://www.pro-football-reference.com/boxscores/201212020mia.htm,2012,13
181,https://www.pro-football-reference.com/boxscores/201212020oti.htm,2012,13
182,https://www.pro-football-reference.com/boxscores/201212020chi.htm,2012,13
183,https://www.pro-football-reference.com/boxscores/201212020det.htm,2012,13
184,https://www.pro-football-reference.com/boxscores/201212020kan.htm,2012,13
185,https://www.pro-football-reference.com/boxscores/201212020nyj.htm,2012,13
